#SBPLI,07/19/2019,Match-17
#2027,7673,6911
#6636,11,514
#2027,,
1.20,17.93,1553615847.4
1.10,17.86,1553615847.5
0.96,17.80,1553615847.6
1.82,18.24,1553615847.7
1.94,18.27,1553615847.8
2.00,18.24,1553615847.9
2.05,18.23,1553615848.0
2.02,18.22,1553615848.1
2.15,18.27,1553615848.2
1.39,17.82,1553615848.3
1.25,17.77,1553615848.4
1.34,17.81,1553615848.5
1.35,17.81,1553615848.6
1.67,17.97,1553615848.7
1.98,18.09,1553615848.8
1.95,18.06,1553615848.9
2.02,18.10,1553615849.0
1.93,18.03,1553615849.1
1.85,18.00,1553615849.2
1.64,17.85,1553615849.3
1.26,17.64,1553615849.4
1.33,17.70,1553615849.5
1.38,17.69,1553615849.6
1.43,17.74,1553615849.7
1.49,17.77,1553615849.8
1.50,17.84,1553615849.9
1.64,17.96,1553615850.0
1.55,17.97,1553615850.1
1.54,17.95,1553615850.2
1.46,17.97,1553615850.3
1.57,18.02,1553615850.4
1.69,17.98,1553615850.5
1.67,17.90,1553615850.6
1.81,17.83,1553615850.7
2.11,17.82,1553615850.8
2.70,17.81,1553615850.9
3.25,17.89,1553615851.0
3.81,17.93,1553615851.1
4.50,18.20,1553615851.2
5.22,18.48,1553615851.3
5.82,18.54,1553615851.4
6.31,18.64,1553615851.5
6.86,18.55,1553615851.6
7.39,18.54,1553615851.7
8.04,18.39,1553615851.8
8.68,18.22,1553615851.9
9.32,18.36,1553615852.0
9.81,18.60,1553615852.1
10.34,18.84,1553615852.2
10.90,18.97,1553615852.3
11.42,19.02,1553615852.4
11.94,19.24,1553615852.5
12.33,19.30,1553615852.6
12.92,19.27,1553615852.7
13.38,19.24,1553615852.8
13.91,19.24,1553615852.9
14.37,19.32,1553615853.0
14.82,19.25,1553615853.1
15.23,19.29,1553615853.2
15.62,19.32,1553615853.3
16.01,19.49,1553615853.4
16.31,19.80,1553615853.5
16.61,20.11,1553615853.6
16.91,20.48,1553615853.7
17.29,20.82,1553615853.8
17.65,21.16,1553615853.9
17.99,21.48,1553615854.0
18.41,21.77,1553615854.1
18.90,22.00,1553615854.2
19.56,22.18,1553615854.3
20.21,22.33,1553615854.4
20.82,22.42,1553615854.5
21.39,22.43,1553615854.6
21.76,22.35,1553615854.7
22.00,22.34,1553615854.8
22.05,22.19,1553615854.9
22.12,22.01,1553615855.0
22.13,21.84,1553615855.1
22.05,21.71,1553615855.2
22.04,21.65,1553615855.3
22.12,21.50,1553615855.4
22.13,21.53,1553615855.5
22.10,21.57,1553615855.6
22.04,21.58,1553615855.7
22.07,21.54,1553615855.8
22.10,21.54,1553615855.9
22.22,21.49,1553615856.0
22.24,21.48,1553615856.1
22.22,21.45,1553615856.2
22.14,21.30,1553615856.3
22.07,21.15,1553615856.4
21.96,20.97,1553615856.5
21.72,20.99,1553615856.6
21.75,20.82,1553615856.7
21.77,20.61,1553615856.8
21.85,20.55,1553615856.9
21.90,20.51,1553615857.0
21.93,20.46,1553615857.1
21.89,20.25,1553615857.2
21.75,20.13,1553615857.3
21.59,20.02,1553615857.4
21.53,19.85,1553615857.5
21.49,19.64,1553615857.6
21.42,19.38,1553615857.7
21.46,19.08,1553615857.8
21.19,18.78,1553615857.9
21.15,18.44,1553615858.0
20.98,18.15,1553615858.1
20.62,17.93,1553615858.2
20.67,17.66,1553615858.3
20.49,17.51,1553615858.4
20.58,17.35,1553615858.5
20.47,17.29,1553615858.6
20.44,17.28,1553615858.7
20.46,17.32,1553615858.8
20.24,17.43,1553615858.9
20.38,17.38,1553615859.0
20.58,17.34,1553615859.1
20.54,17.34,1553615859.2
20.62,17.33,1553615859.3
20.96,17.19,1553615859.4
21.14,17.05,1553615859.5
21.15,17.08,1553615859.6
21.05,17.08,1553615859.7
21.28,17.02,1553615859.8
21.22,17.02,1553615859.9
21.09,17.07,1553615860.0
21.01,17.26,1553615860.1
21.04,17.40,1553615860.2
21.03,17.68,1553615860.3
21.00,18.00,1553615860.4
21.14,18.36,1553615860.5
21.24,18.77,1553615860.6
21.45,19.14,1553615860.7
21.43,19.65,1553615860.8
21.50,20.10,1553615860.9
21.55,20.53,1553615861.0
21.50,20.85,1553615861.1
21.51,21.08,1553615861.2
21.42,21.35,1553615861.3
21.39,21.56,1553615861.4
21.33,21.74,1553615861.5
21.28,21.91,1553615861.6
21.30,22.07,1553615861.7
21.20,22.24,1553615861.8
21.15,22.36,1553615861.9
21.09,22.38,1553615862.0
21.12,22.39,1553615862.1
21.13,22.38,1553615862.2
21.10,22.40,1553615862.3
21.08,22.43,1553615862.4
20.95,22.54,1553615862.5
20.78,22.65,1553615862.6
20.44,22.78,1553615862.7
19.97,22.94,1553615862.8
19.49,23.12,1553615862.9
19.01,23.28,1553615863.0
18.49,23.39,1553615863.1
17.98,23.55,1553615863.2
17.45,23.66,1553615863.3
16.92,23.80,1553615863.4
16.47,23.91,1553615863.5
15.91,24.07,1553615863.6
15.39,24.21,1553615863.7
14.84,24.30,1553615863.8
14.39,24.40,1553615863.9
14.05,24.47,1553615864.0
13.60,24.52,1553615864.1
13.17,24.53,1553615864.2
12.71,24.54,1553615864.3
12.23,24.51,1553615864.4
11.59,24.51,1553615864.5
10.84,24.48,1553615864.6
10.04,24.42,1553615864.7
9.17,24.38,1553615864.8
8.34,24.28,1553615864.9
7.68,24.21,1553615865.0
7.29,24.14,1553615865.1
7.23,24.04,1553615865.2
7.50,23.95,1553615865.3
8.03,23.83,1553615865.4
8.85,23.76,1553615865.5
9.79,23.66,1553615865.6
10.76,23.57,1553615865.7
11.72,23.48,1553615865.8
12.67,23.38,1553615865.9
13.42,23.30,1553615866.0
13.95,23.28,1553615866.1
14.26,23.32,1553615866.2
14.34,23.37,1553615866.3
14.22,23.49,1553615866.4
13.79,23.69,1553615866.5
13.29,23.88,1553615866.6
12.71,24.03,1553615866.7
12.12,24.19,1553615866.8
11.66,24.35,1553615866.9
11.22,24.59,1553615867.0
10.71,24.64,1553615867.1
10.22,24.72,1553615867.2
9.69,24.79,1553615867.3
9.11,24.83,1553615867.4
8.41,24.88,1553615867.5
7.74,24.79,1553615867.6
7.19,24.85,1553615867.7
6.69,24.86,1553615867.8
6.27,24.88,1553615867.9
5.78,24.83,1553615868.0
5.48,24.81,1553615868.1
5.11,24.81,1553615868.2
4.74,24.79,1553615868.3
4.42,24.80,1553615868.4
4.10,24.79,1553615868.5
3.97,24.87,1553615868.6
3.61,24.89,1553615868.7
3.28,24.88,1553615868.8
2.99,24.89,1553615868.9
2.65,24.88,1553615869.0
2.31,24.90,1553615869.1
1.89,24.90,1553615869.2
1.63,24.90,1553615869.3
1.39,24.86,1553615869.4
1.14,24.85,1553615869.5
0.95,24.85,1553615869.6
0.77,24.85,1553615869.7
0.72,24.86,1553615869.8
0.66,24.83,1553615869.9
0.59,24.85,1553615870.0
0.65,24.88,1553615870.1
0.67,24.87,1553615870.2
0.69,24.83,1553615870.3
0.66,24.80,1553615870.4
0.59,24.86,1553615870.5
0.55,24.91,1553615870.6
0.45,24.94,1553615870.7
0.41,25.00,1553615870.8
0.40,25.06,1553615870.9
0.43,25.09,1553615871.0
0.47,25.07,1553615871.1
0.48,25.07,1553615871.2
0.49,25.07,1553615871.3
0.50,25.07,1553615871.4
0.49,25.07,1553615871.5
0.48,25.05,1553615871.6
0.53,25.08,1553615871.7
0.59,25.09,1553615871.8
0.63,25.10,1553615871.9
0.63,25.09,1553615872.0
0.61,25.09,1553615872.1
0.60,25.12,1553615872.2
0.51,25.11,1553615872.3
0.45,25.10,1553615872.4
0.42,25.09,1553615872.5
0.39,25.07,1553615872.6
0.38,25.06,1553615872.7
0.38,25.04,1553615872.8
0.38,25.04,1553615872.9
0.38,25.05,1553615873.0
0.37,25.02,1553615873.1
0.38,25.03,1553615873.2
0.39,25.04,1553615873.3
0.40,25.06,1553615873.4
0.41,25.05,1553615873.5
0.44,25.02,1553615873.6
0.47,25.03,1553615873.7
0.51,25.01,1553615873.8
0.56,24.98,1553615873.9
0.60,24.94,1553615874.0
0.65,24.91,1553615874.1
0.69,24.88,1553615874.2
0.74,24.85,1553615874.3
0.79,24.82,1553615874.4
0.83,24.80,1553615874.5
0.88,24.80,1553615874.6
0.93,24.79,1553615874.7
0.98,24.80,1553615874.8
1.03,24.81,1553615874.9
1.08,24.82,1553615875.0
1.13,24.83,1553615875.1
1.18,24.84,1553615875.2
1.23,24.85,1553615875.3
1.28,24.86,1553615875.4
1.35,24.85,1553615875.5
1.44,24.83,1553615875.6
1.49,24.83,1553615875.7
1.56,24.84,1553615875.8
1.61,24.86,1553615875.9
1.65,24.90,1553615876.0
1.64,24.96,1553615876.1
1.61,25.03,1553615876.2
1.69,25.02,1553615876.3
1.75,25.03,1553615876.4
1.83,24.99,1553615876.5
2.01,24.97,1553615876.6
2.22,24.94,1553615876.7
2.48,24.91,1553615876.8
2.77,24.91,1553615876.9
3.02,24.90,1553615877.0
3.20,24.91,1553615877.1
3.26,24.91,1553615877.2
3.43,24.88,1553615877.3
3.64,24.79,1553615877.4
3.80,24.68,1553615877.5
3.96,24.62,1553615877.6
4.21,24.51,1553615877.7
4.51,24.44,1553615877.8
4.65,24.44,1553615877.9
4.68,24.51,1553615878.0
4.71,24.63,1553615878.1
4.83,24.71,1553615878.2
5.06,24.81,1553615878.3
5.53,24.93,1553615878.4
5.90,24.91,1553615878.5
6.34,24.85,1553615878.6
6.73,24.76,1553615878.7
7.15,24.71,1553615878.8
7.56,24.66,1553615878.9
7.86,24.58,1553615879.0
8.18,24.56,1553615879.1
8.54,24.64,1553615879.2
9.06,24.68,1553615879.3
9.62,24.71,1553615879.4
10.05,24.74,1553615879.5
10.24,24.74,1553615879.6
10.68,24.78,1553615879.7
11.12,24.68,1553615879.8
11.57,24.62,1553615879.9
12.10,24.58,1553615880.0
12.79,24.51,1553615880.1
13.66,24.43,1553615880.2
14.36,24.25,1553615880.3
15.03,24.14,1553615880.4
15.59,23.93,1553615880.5
16.00,23.64,1553615880.6
16.34,23.38,1553615880.7
16.67,23.05,1553615880.8
17.03,22.76,1553615880.9
17.53,22.47,1553615881.0
18.11,22.30,1553615881.1
18.65,22.26,1553615881.2
19.24,22.03,1553615881.3
19.82,21.88,1553615881.4
20.41,21.73,1553615881.5
21.42,21.80,1553615881.6
21.73,21.60,1553615881.7
22.04,21.32,1553615881.8
22.18,21.19,1553615881.9
22.38,21.06,1553615882.0
22.56,21.01,1553615882.1
22.26,20.77,1553615882.2
22.67,20.79,1553615882.3
22.89,20.70,1553615882.4
23.08,20.72,1553615882.5
23.13,20.71,1553615882.6
23.29,20.54,1553615882.7
23.53,20.46,1553615882.8
23.38,20.20,1553615882.9
23.53,20.08,1553615883.0
23.71,19.92,1553615883.1
